id,location,date,category,status,state,comment,,,,,,,,,,,,,,,,,,,,
4439839,Mlimani City,2/14/2026,WW Store.Export Warehouse,In Progress,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4439881,PPF Tower,2/14/2026,Store.Point Of Sale.Printer,Resolved,Remote,serv pass Z403 on Till 2 ,,,,,,,,,,,,,,,,,,,,
4439895,Bugolobi,2/14/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4441117,Nyali MSA,2/15/2026,Store.Back Office.EOD,Resolved,Remote,Payment data transfer error,,,,,,,,,,,,,,,,,,,,
4442433,Sarit,2/16/2026,Desktop.Password,Resolved,Remote,People soft password reset,,,,,,,,,,,,,,,,,,,,
4443521,Mlimani City,2/16/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Fiscal receipt reprint.,,,,,,,,,,,,,,,,,,,,
4443593,Acacia,2/16/2026,WW Store.Export Warehouse,Resolved,Remote,Requesting for authorization code  for 9605--SDN 6405130191,,,,,,,,,,,,,,,,,,,,
4443652,Naalya,2/16/2026,WW Store.Export Warehouse,Resolved,Remote,Claim report for provision of the authorization code,,,,,,,,,,,,,,,,,,,,
4443669,Palm Village,2/16/2026,Store.Reports.Point Of Sale,Resolved,Remote,No sales on date.,,,,,,,,,,,,,,,,,,,,
4444504,PPF Tower,2/17/2026,Store Operations.Loss of Trade.Power Failure,Open,Remote,  Hi team on 16 th Feb 2026 power went out from 18:05pm to 1...,,,,,,,,,,,,,,,,,,,,
4444586,Nyali City,2/17/2026,Store.PeopleSoft,Resolved,Remote,People soft password reset,,,,,,,,,,,,,,,,,,,,
4445245,Sarit,2/17/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4445324,Nyali City,2/17/2026,Store.Back Office.Receiving,Awaiting User,Remote,Difference between retailsoft and outsanding balance that needs to be checked,,,,,,,,,,,,,,,,,,,,
4446202,TFA Arusha,2/17/2026,Store.Point Of Sale.Receipts,Resolved,Remote,FP driver offline.,,,,,,,,,,,,,,,,,,,,
4446242,Rupa Mall,2/17/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4446263,Mlimani City,2/17/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Incorrect TIN syntax.,,,,,,,,,,,,,,,,,,,,
4446343,Bugolobi,2/17/2026,WW Store.Export Warehouse,Resolved,Remote,Claim report for provision of the authorization code,,,,,,,,,,,,,,,,,,,,
4447674,Sarit,2/18/2026,Desktop.Password,Resolved,Remote,mail password reset,,,,,,,,,,,,,,,,,,,,
4447676,Golf Course,2/18/2026,Desktop.Password,Resolved,Remote,Reset email password for user; w958OpsAssist,,,,,,,,,,,,,,,,,,,,
4447679,Yaya Centre,2/18/2026,Store.Point Of Sale.Printer,Resolved,Remote,Receipt failed to print due to Tin registration,,,,,,,,,,,,,,,,,,,,
4447851,Mlimani City,2/18/2026,ROA.Store.Reports.Back office,Resolved,Remote,Store (Int) - Int RS Appl Stock Receiving Incident,,,,,,,,,,,,,,,,,,,,
4448074,Golf Course,2/18/2026,Store.Point Of Sale.Software,Resolved,Remote,UG7 POs had hang under Debtor sales not normal sales,,,,,,,,,,,,,,,,,,,,
4448558,Rupa Mall,2/18/2026,Finance.Oracle Financials,In Progress,Remote,IProcurement password for w7135266,,,,,,,,,,,,,,,,,,,,
4448990,TFA Arusha,2/18/2026,Store.Point Of Sale.Receipts,In Progress,Remote,Unprinted receipt().,,,,,,,,,,,,,,,,,,,,
4449295,Nyali City,2/18/2026,Store.Point Of Sale.Printer,Resolved,Remote,"Printed receipt for IRM/9507/260218/00000028 on L04, syntax error - wrong PIN used.",,,,,,,,,,,,,,,,,,,,
4449310,Palm Village,2/18/2026,ROA.Store.Reports.Back office,Resolved,Remote,"Hi support there is varies of 915,000/= on customer returns ...",,,,,,,,,,,,,,,,,,,,
4449431,PPF Tower,2/18/2026,ROA.Store.Back Office.EOD,Resolved,Remote,"Hello support   Kindly assist with EOD NOT DONE shows,  Reco...",,,,,,,,,,,,,,,,,,,,
4449475,Mlimani City,2/18/2026,Store.Point Of Sale.Printer,Resolved,On-site,Unprinted reports.,,,,,,,,,,,,,,,,,,,,
4450910,Kunduchi,2/19/2026,ROA.Store.Back Office.Stock Adjustments,Awaiting User,Remote,"Good day team,      Waste adjustment under reference number ...",,,,,,,,,,,,,,,,,,,,
4451447,Two Rivers,2/19/2026,Store.Point Of Sale.Printer,Resolved,Remote,Receipt reprint due to insufficient paper roll,,,,,,,,,,,,,,,,,,,,
4451592,TFA Arusha,2/19/2026,ROA.Store.Point of Sale.Hardware,Resolved,Remote,Good day team  we experienced a challenge on till 3 while pr...,,,,,,,,,,,,,,,,,,,,
4451698,Mlimani City,2/19/2026,Store.Point Of Sale.Server,Resolved,Remote,POS back office not working. we cannot duplicate receipt or process lay bye,,,,,,,,,,,,,,,,,,,,
4451747,Naalya,2/19/2026,BI Reporting.Data Issues,Open,Remote,Sales data missing in RMS and Retail-soft for the month of January 2026,,,,,,,,,,,,,,,,,,,,
4452277,Naalya,2/20/2026,Finance.Oracle Financials,Resolved,Remote,Reset oracle ireceiveables account user; SAMSON KATEMI,,,,,,,,,,,,,,,,,,,,
4452695,Rupa Mall,2/20/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4452765,Rupa Mall,2/20/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4452897,Kisumu,2/20/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4452953,Kisumu,2/20/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4453071,Kunduchi,2/20/2026,Store.Point Of Sale.Printer,Resolved,Remote,"Printed receipt transaction HKI/9573/260220/00000013. Amount 93,800/= for till 3",,,,,,,,,,,,,,,,,,,,
4453103,Garden City,2/20/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4453580,Galleria,2/20/2026,Store.Customer Feedback,Resolved,Remote,Customer feedback,,,,,,,,,,,,,,,,,,,,
4453585,Galleria,2/20/2026,Store.Customer Feedback,Resolved,Remote,Customer feedback,,,,,,,,,,,,,,,,,,,,
4453597,Galleria,2/20/2026,Store.Customer Feedback,Resolved,Remote,Customer feedback,,,,,,,,,,,,,,,,,,,,
4453616,Nyali MSA,2/20/2026,Store.Point Of Sale.Printer,Resolved,Remote,Printed receipt for NKU/9587/260220/00000005 on L02. EFD printer was not responding,,,,,,,,,,,,,,,,,,,,
4453686,Nyali MSA,2/20/2026,Store.Point Of Sale.Server,Resolved,Remote,Updated sales to allow store ran an exchange,,,,,,,,,,,,,,,,,,,,
4453890,Two Rivers,2/20/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4454020,Golf Course,2/20/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4454060,Naalya,2/20/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4454078,Kunduchi,2/20/2026,WW Store.Export Warehouse,Resolved,Remote,Request for Authorization number from store 9573 - KUNDICHI MALL DAR ES - SDN 6405130208,,,,,,,,,,,,,,,,,,,,
4454084,PPF Tower,2/20/2026,ROA.Store.Point of Sale.Printer,Resolved,Remote,Hello support   Kindly assist with Z report not printed show...,,,,,,,,,,,,,,,,,,,,
4454091,Acacia,2/20/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4454106,Bugolobi,2/20/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4454142,Yaya Centre,2/20/2026,Store.Back Office.EOD,Resolved,Remote,Payment Data transfer error,,,,,,,,,,,,,,,,,,,,
4454310,Mlimani City,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,"Request for authorization number by  MLIMANI Tanzania,ww9571 - SDN 6405130206",,,,,,,,,,,,,,,,,,,,
4454505,Yaya Centre,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4454533,Mlimani City,2/21/2026,ROA.Store.Point of Sale.Printer,Resolved,Remote,Kindly help to print z report of till 2 at mlimani store,,,,,,,,,,,,,,,,,,,,
4454702,Palm Village,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,REQUEST FOR AUTHORIZATION NUMBER AT PALM VILLAGE 9572 FOR SDN NUMBER 6405130207,,,,,,,,,,,,,,,,,,,,
4454713,Rupa Mall,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4454716,PPF Tower,2/21/2026,ROA.Store.Point of Sale.Printer,Resolved,Remote,Unprinted Z report on till 02.  Error: EFD BLOCKED TOO MANY ...,,,,,,,,,,,,,,,,,,,,
4454794,Sarit,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4455009,PPF Tower,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,"Request for authorization number @   PPF Tower Tanzania,ww953   -  SDN  6405130204",,,,,,,,,,,,,,,,,,,,
4455278,Sarit,2/21/2026,Store.Point Of Sale.Printer,Resolved,Remote,Fiscal printer on till L07 was not responding hence unable to print receipt,,,,,,,,,,,,,,,,,,,,
4455521,Mlimani City,2/21/2026,Store.Point Of Sale.Printer,Awaiting Vendor,Remote,Serv. pass 88 on till number 4,,,,,,,,,,,,,,,,,,,,
4455565,TFA Arusha,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,"Request for authorization number by Arusha Tanzania,ww954   - SDN  6405130205",,,,,,,,,,,,,,,,,,,,
4455635,Naalya,2/21/2026,RetailSoft.Sales,Resolved,On-site,Sales update,,,,,,,,,,,,,,,,,,,,
4455651,The Junction,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4455679,Two Rivers,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4455704,The Hub,2/21/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4456019,PPF Tower,2/22/2026,Store.Point Of Sale.Printer,Resolved,Remote,"Till 3 printer blocked and was unable to print z-report, Error 009 displays on the printer",,,,,,,,,,,,,,,,,,,,
4456764,Mlimani City,2/22/2026,ROA.Store.Back Office.Server,Awaiting User,Remote,Kindly help to check 21/2/2026 at mlimani if there is transa...,,,,,,,,,,,,,,,,,,,,
4456907,Bugolobi,2/22/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4457719,Mlimani City,2/23/2026,Store.Point Of Sale.Printer,Awaiting Vendor,On-site,Unable to print fiscal report.  Till: TA4  Serial: 03TZ25300...,,,,,,,,,,,,,,,,,,,,
4458976,Garden City,2/23/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4459230,Yaya Centre,2/23/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4459737,Garden City,2/23/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4461127,Kunduchi,2/24/2026,HO.Notification of External Authority Interaction.Store Notification,Open,Remote,The store was visited by Occupational Safety and Health Auth...,,,,,,,,,,,,,,,,,,,,
4461476,Yaya Centre,2/24/2026,Store.Point Of Sale.Printer,Resolved,Remote,Failed to print due to insufficient paper roll,,,,,,,,,,,,,,,,,,,,
4461535,Sarit,2/24/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4461756,Palm Village,2/24/2026,HO.Notification of External Authority Interaction.Store Notification,Open,Remote,The store was visited by Occupational Safety and Health Auth...,,,,,,,,,,,,,,,,,,,,
4461861,Two Rivers,2/24/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4461893,Kisumu,2/24/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4461979,PPF Tower,2/24/2026,HO.Notification of External Authority Interaction.Store Notification,Open,Remote,"On 24 th Feb 2026, the store was visited by Occupational Saf...",,,,,,,,,,,,,,,,,,,,
4462032,Palm Village,2/24/2026,BI Reporting.Data Issues,Resolved,Remote,Hi support transaction no MST/9572/260221/00000006 amount of...,,,,,,,,,,,,,,,,,,,,
4462066,Yaya Centre,2/24/2026,Store Operations.Loss of Trade.Power Failure,Open,Remote,Power issues,,,,,,,,,,,,,,,,,,,,
4462115,Palm Village,2/24/2026,Store.Point Of Sale.Printer,Resolved,Remote,"FLB/9572/260223/00000022 amount of 76,000/= printed on remote not on POS",,,,,,,,,,,,,,,,,,,,
4462219,The Hub,2/24/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4463212,Naalya,2/25/2026,Desktop.Back office PC.Maintenance,Resolved,On-site,"Keyboard for machine wwaaatuga, had hang and not imputing characters when pressed",,,,,,,,,,,,,,,,,,,,
4463226,Acacia,2/25/2026,Desktop.Printer,Resolved,Remote,Machine user ww9605strmgr was assisted to print an  email thread,,,,,,,,,,,,,,,,,,,,
4463300,Rupa Mall,2/25/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4463432,Bugolobi,2/25/2026,Store.Reports.Point Of Sale,Resolved,Remote,Assist delete Debtors account(0974004000019)registered under the names of Sophie Oliver Amony which was created by mistake,,,,,,,,,,,,,,,,,,,,
4463602,Golf Course,2/25/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4464897,Mlimani City,2/26/2026,ROA.Store.Point of Sale.Till Printer,Resolved,On-site,Kindly help to print last receipt of till 5 at mlimani and f...,,,,,,,,,,,,,,,,,,,,
4465676,Mlimani City,2/26/2026,BI Reporting.Data Issues,Open,Remote,"TRANSACTION NO AMO/9571/260225/00000053 TZS 161,500 TILL 5, ...",,,,,,,,,,,,,,,,,,,,
4465744,Village Market,2/26/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4466010,Yaya Centre,2/26/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4466096,The Junction,2/26/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4466150,Rupa Mall,2/26/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4466322,Mlimani City,2/26/2026,Store.Point Of Sale.Printer,Resolved,Remote,Kindly help to check fiscal receipt of Tr no AMO/9571/260224...,,,,,,,,,,,,,,,,,,,,
4466369,The Hub,2/26/2026,Store.Back Office.EOD,Resolved,Remote,Payment Data transfer error,,,,,,,,,,,,,,,,,,,,
4467162,PPF Tower,2/27/2026,Store.Reports.Back Office,Awaiting User,Remote,"Sales figures mismatch, BI, RTS and Z-report",,,,,,,,,,,,,,,,,,,,
4467165,Naalya,2/27/2026,Store.Point Of Sale.Printer,Resolved,On-site,Till receipt printer for UG4 was not printing receipts,,,,,,,,,,,,,,,,,,,,
4467167,The Junction,2/27/2026,Store.Point Of Sale.Receipts,Resolved,Remote,User captured incorrect TIN. Edited temp file accordingly and retried printing.,,,,,,,,,,,,,,,,,,,,
4467174,Naalya,2/27/2026,Store.Point Of Sale.Hardware,Resolved,On-site,Till drawer  for UG4 was not opening after finalizing a transaction,,,,,,,,,,,,,,,,,,,,
4467198,Golf Course,2/27/2026,Store.Point Of Sale.Software,Resolved,On-site,Note that till UG6 was hanging,,,,,,,,,,,,,,,,,,,,
4467368,TFA Arusha,2/27/2026,Store.Point Of Sale.EFRIS,Resolved,Remote,"Printed EST/954/260227/000000003, TIN input was missed, syntax error",,,,,,,,,,,,,,,,,,,,
4467565,Mlimani City,2/27/2026,Store.Point Of Sale.EFRIS,Resolved,Remote,"Printed PAH/9571/260227/00000013 TIN input was missed, syntax error4467565",,,,,,,,,,,,,,,,,,,,
4468722,TFA Arusha,2/27/2026,Store.Point Of Sale.EFRIS,Resolved,Remote,Print receipt number EST/954/260227/000000011 on Till 3 that failed to print out due to insufficient till roll,,,,,,,,,,,,,,,,,,,,
4469336,Nyali MSA,2/28/2026,Store.Reports.Point Of Sale,Open,Remote,"An exchange of 1 item on till L02, but the receipt printed Kes 0.00 instead of Kes 1600 as per the attached receipt",,,,,,,,,,,,,,,,,,,,
4469387,Mlimani City,2/28/2026,Store.Reports.Point Of Sale,Open,Remote,Assist to print new item report,,,,,,,,,,,,,,,,,,,,
4469523,Sarit,2/28/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4469816,Sarit,2/28/2026,Store.Point Of Sale.Printer,Resolved,Remote,Fiscal printer on L07 was not responding hence unable to print receipts,,,,,,,,,,,,,,,,,,,,
4470044,Two Rivers,2/28/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4470306,Garden City,2/28/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4470376,Palm Village,2/28/2026,Store.Point Of Sale.Printer,Resolved,On-site,Hi support TILL no.2 EFD blocked too many unsent reports we ...,,,,,,,,,,,,,,,,,,,,
4470815,PPF Tower,3/1/2026,Store.Point Of Sale.Printer,Resolved,Remote,EFD BLOCKED -TOO MANY UNSENT REPORT,,,,,,,,,,,,,,,,,,,,
4471030,PPF Tower,3/1/2026,Store.Point Of Sale.Printer,Resolved,Remote,serv pass Z 417,,,,,,,,,,,,,,,,,,,,
4471396,Sarit,3/1/2026,Store.Point Of Sale.Printer,Resolved,Remote,Have printed laybye receipt for transaction PM09586001623 on L05,,,,,,,,,,,,,,,,,,,,
4474726,Yaya Centre,3/1/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Receipt printing for the transaction TKA/9502/260302/00000041,,,,,,,,,,,,,,,,,,,,
4472256,Naalya,3/2/2026,Desktop.Back office PC.Maintenance,Resolved,On-site,Machine WWAAATUGA is faulty,,,,,,,,,,,,,,,,,,,,
4474341,Nyali City,3/2/2026,Desktop.Back office PC.Maintenance,Open,Remote,,,,,,,,,,,,,,,,,,,,,
4474517,Kisumu,3/2/2026,Desktop.Password,Resolved,Remote,People soft password reset,,,,,,,,,,,,,,,,,,,,
4475099,Bugolobi,3/2/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4475645,Mlimani City,3/3/2026,Store.PeopleSoft,Resolved,Remote,People soft password reset,,,,,,,,,,,,,,,,,,,,
4475954,Sarit,3/3/2026,Store.Point Of Sale.Printer,Resolved,Remote,Receipt did not print due to fp driver being off,,,,,,,,,,,,,,,,,,,,
4475977,The Junction,3/3/2026,Store.Point Of Sale.Printer,Resolved,Remote,Receipt did not print due to fp driver being off,,,,,,,,,,,,,,,,,,,,
4475977,The Junction,3/3/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Receipt printing for the transaction CHR/9506/260302/00000020,,,,,,,,,,,,,,,,,,,,
4476412,Mlimani City,3/3/2026,Finance.Oracle Financials,Resolved,Remote,Oracle password reset,,,,,,,,,,,,,,,,,,,,
4476723,Sarit,3/3/2026,Store.Point Of Sale.Pricing,Awaiting User,Remote,Price change on beauty products,,,,,,,,,,,,,,,,,,,,
4478019,Sarit,3/3/2026,Store Operations.Theft,Open,Remote,Lost 8 testers,,,,,,,,,,,,,,,,,,,,
4478125,Sarit,3/3/2026,Store Operations.Theft,Open,Remote,Lost 2 testers,,,,,,,,,,,,,,,,,,,,
4478126,Sarit,3/3/2026,Store.Point Of Sale.Printer,Resolved,Remote,Have printed laybye receipt for transaction RP09586000056 on L05,,,,,,,,,,,,,,,,,,,,
4478233,Sarit,3/3/2026,Store Operations.Theft,Open,Remote,lost Nior de-noir EDP,,,,,,,,,,,,,,,,,,,,
4478257,Sarit,3/3/2026,Store Operations.Theft,Open,Remote,lost YSL Libre EDP,,,,,,,,,,,,,,,,,,,,
4478263,Nyali City,3/3/2026,Store.Point Of Sale.Printer,Resolved,Remote,Failed to print due to wrong pin,,,,,,,,,,,,,,,,,,,,
4478266,Sarit,3/3/2026,Store Operations.Theft,Open,Remote,Lost 1 tester for Thomas Kosmala,,,,,,,,,,,,,,,,,,,,
4478285,Sarit,3/3/2026,Store Operations.Theft,Open,Remote,Lost Never end in love (Thomas Kosmala),,,,,,,,,,,,,,,,,,,,
4478333,Golf Course,3/3/2026,Store.Back Office.EOD,Resolved,Remote,Sales data transfer,,,,,,,,,,,,,,,,,,,,
4478343,Bugolobi,3/3/2026,Store.Back Office.EOD,Resolved,Remote,Sales data transfer error,,,,,,,,,,,,,,,,,,,,
4478474,Village Market,3/3/2026,Store.Back Office.EOD,Resolved,Remote,EOD issues,,,,,,,,,,,,,,,,,,,,
4478504,Kisumu,3/3/2026,Store.Back Office.EOD,Resolved,Remote,EOD issues,,,,,,,,,,,,,,,,,,,,
4479404,Naalya,3/4/2026,Desktop.Back office PC.Maintenance,Awaiting Vendor,On-site,"Machine WWOPSMGRUGA with serial number G70KHR3 is faulty, its unable to power",,,,,,,,,,,,,,,,,,,,
4479459,Sarit,3/4/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4479779,Naalya,3/4/2026,Desktop.Software,Resolved,Remote,Machine user WWACASUGA has been assisted to create a microsoft teams meeting link,,,,,,,,,,,,,,,,,,,,
4479939,Naalya,3/4/2026,Desktop.Software,Resolved,Remote,Machine user WW934Finance has been assisted to close an excel document that had hang.,,,,,,,,,,,,,,,,,,,,
4480012,Sarit,3/4/2026,Store.Point Of Sale.Printer,Resolved,Remote,Receipt did not print due to fp driver being off,,,,,,,,,,,,,,,,,,,,
4480866,Yaya Centre,3/4/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4480932,The Junction,3/4/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4482462,Kisumu,3/5/2026,Desktop.Back office PC.Maintenance,Awaiting Vendor,On-site,Power outages causing sales schedulers not to run,,,,,,,,,,,,,,,,,,,,
4482477,Village Market,3/5/2026,Store.Point Of Sale.Printer,Resolved,Remote,Printer cutting off some numbers when printing the cashier day end,,,,,,,,,,,,,,,,,,,,
4483572,Kisumu,3/5/2026,Store.Point Of Sale.Printer,Resolved,Remote,Failed to print due to insufficient paper roll,,,,,,,,,,,,,,,,,,,,
4484627,TFA Arusha,3/6/2026,Store.Point Of Sale.Printer,Open,Remote,Missing Z-Report.,,,,,,,,,,,,,,,,,,,,
4484642,Kunduchi,3/6/2026,Store.Point Of Sale.Receipts,Open,Remote,Missing customer TIN.,,,,,,,,,,,,,,,,,,,,
4484663,Rupa Mall,3/6/2026,Store.Reports.Back Office,Resolved,Remote,discrepancies in cash day end. Variance is total and net amount,,,,,,,,,,,,,,,,,,,,
4484704,Galleria,3/6/2026,Store.Point Of Sale.Software,Resolved,Remote,Till UG2 had hang,,,,,,,,,,,,,,,,,,,,
4484756,Acacia,3/6/2026,Store.Point Of Sale.Software,Resolved,Remote,Till UG2 had hang,,,,,,,,,,,,,,,,,,,,
4484878,The Junction,3/6/2026,Store.Point Of Sale.Receipts,Awaiting User,Remote,Receipt printing for an exchange receipt,,,,,,,,,,,,,,,,,,,,
4484945,Naalya,3/6/2026,Desktop.Software,Resolved,Remote,"machine user WWAATUGA, is unable to access RetailSoft application",,,,,,,,,,,,,,,,,,,,
4485658,Kisumu,3/6/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4486120,Rupa Mall,3/6/2026,Network.Internet,Awaiting Vendor,Remote,Internet down,,,,,,,,,,,,,,,,,,,,
4487109,Garden City,3/7/2026,Store.Reports.Back Office,Awaiting User,Remote,discrepancies in cash day end. Variance is total and net amount,,,,,,,,,,,,,,,,,,,,
4487179,Garden City,3/7/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4487560,Sarit,3/7/2026,Store.Point Of Sale.Receipts,Awaiting User,Remote,"Receipt printing, had a syntax error",,,,,,,,,,,,,,,,,,,,
4487864,The Junction,3/7/2026,Store.Point Of Sale.Receipts,In Progress,Remote,"SERR 08 : Command execution is not permitted and ERR 04: the discounts exceeds the registration subtotal, was encountered",,,,,,,,,,,,,,,,,,,,
4487985,Two Rivers,3/7/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4488032,Rupa Mall,3/7/2026,Store.Back Office.EOD,Awaiting User,Remote,EOD not run because internet is down,,,,,,,,,,,,,,,,,,,,
4488976,Sarit,3/8/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4489096,Sarit,3/8/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Printed a duplicate receipt for RNY/9586/260308/00000083 on L02, printer had run out of paper",,,,,,,,,,,,,,,,,,,,
4489176,Bugolobi,3/8/2026,Network.Internet,Resolved,Remote,Internet down,,,,,,,,,,,,,,,,,,,,
4489181,Bugolobi,3/8/2026,Store.Back Office.EOD,Resolved,Remote,EOD not run due to internet outage,,,,,,,,,,,,,,,,,,,,
4489210,Rupa Mall,3/8/2026,Store.Back Office.EOD,Resolved,Remote,EOD not run because internet is down,,,,,,,,,,,,,,,,,,,,
4490109,Sarit,3/9/2026,Store.Point Of Sale.Printer,Resolved,Remote,Wrong PIN captured,,,,,,,,,,,,,,,,,,,,
4484642,Kunduchi,3/6/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Fiscal receipt not generated after finalizing a layby transa...,,,,,,,,,,,,,,,,,,,,
4485462,Mlimani City,3/6/2026,Store.Reports.Point Of Sale,Resolved,Remote,"Hello support team,  We kindly request assistance in investi...",,,,,,,,,,,,,,,,,,,,
4485743,PPF Tower,3/6/2026,Store.Point Of Sale.Printer,Resolved,On-site,Hello support.   Kindly assist with till 3 printer serv pass...,,,,,,,,,,,,,,,,,,,,
4486903,TFA Arusha,3/7/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Hi team  Please assist on till 3 customer receipt printed ou...,,,,,,,,,,,,,,,,,,,,
4488730,Palm Village,3/8/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Assist with printing receipt.  Till: TA5  Transaction: DIA/9...,,,,,,,,,,,,,,,,,,,,
4489254,Mlimani City,3/8/2026,Store.Point Of Sale.Printer,Resolved,On-site,z report failed to print please help to print till 2 at mlim...,,,,,,,,,,,,,,,,,,,,
4489258,Mlimani City,3/8/2026,Store.Point Of Sale.Printer,Resolved,On-site,Till 4 failed to print Z report there's too many unsent repo...,,,,,,,,,,,,,,,,,,,,
4490238,Kunduchi,3/9/2026,Store.Reports.Point Of Sale,Resolved,Remote,The Daily Checklist for 08 March 2026(New item discount repo...,,,,,,,,,,,,,,,,,,,,
